facility_id,stroke_measure_name,stroke_score,compared_to_national
451349,Death rate for stroke patients,Not Available,Number of Cases Too Small
451350,Death rate for stroke patients,Not Available,Number of Cases Too Small
451351,Death rate for stroke patients,Not Available,Number of Cases Too Small
451352,Death rate for stroke patients,Not Available,Not Available
451353,Death rate for stroke patients,Not Available,Number of Cases Too Small
451354,Death rate for stroke patients,Not Available,Number of Cases Too Small
451355,Death rate for stroke patients,Not Available,Number of Cases Too Small
451356,Death rate for stroke patients,Not Available,Number of Cases Too Small
451358,Death rate for stroke patients,Not Available,Not Available
451359,Death rate for stroke patients,Not Available,Number of Cases Too Small
451361,Death rate for stroke patients,Not Available,Not Available
451362,Death rate for stroke patients,Not Available,Number of Cases Too Small
451363,Death rate for stroke patients,Not Available,Not Available
451364,Death rate for stroke patients,Not Available,Number of Cases Too Small
451365,Death rate for stroke patients,Not Available,Number of Cases Too Small
451366,Death rate for stroke patients,Not Available,Not Available
451367,Death rate for stroke patients,Not Available,Number of Cases Too Small
451369,Death rate for stroke patients,Not Available,Not Available
451370,Death rate for stroke patients,Not Available,Number of Cases Too Small
451371,Death rate for stroke patients,Not Available,Number of Cases Too Small
451372,Death rate for stroke patients,Not Available,Not Available
451373,Death rate for stroke patients,Not Available,Number of Cases Too Small
451374,Death rate for stroke patients,Not Available,Not Available
451375,Death rate for stroke patients,Not Available,Not Available
451376,Death rate for stroke patients,Not Available,Number of Cases Too Small
451377,Death rate for stroke patients,Not Available,Number of Cases Too Small
451378,Death rate for stroke patients,Not Available,Number of Cases Too Small
451379,Death rate for stroke patients,Not Available,Number of Cases Too Small
451380,Death rate for stroke patients,Not Available,Number of Cases Too Small
451381,Death rate for stroke patients,Not Available,Not Available
451382,Death rate for stroke patients,15.1,No Different Than the National Rate
451384,Death rate for stroke patients,Not Available,Number of Cases Too Small
451385,Death rate for stroke patients,Not Available,Number of Cases Too Small
451386,Death rate for stroke patients,Not Available,Number of Cases Too Small
451387,Death rate for stroke patients,Not Available,Number of Cases Too Small
451389,Death rate for stroke patients,Not Available,Not Available
451390,Death rate for stroke patients,Not Available,Not Available
451391,Death rate for stroke patients,Not Available,Not Available
451392,Death rate for stroke patients,Not Available,Number of Cases Too Small
451393,Death rate for stroke patients,Not Available,Not Available
451394,Death rate for stroke patients,Not Available,Not Available
451395,Death rate for stroke patients,Not Available,Number of Cases Too Small
451396,Death rate for stroke patients,Not Available,Not Available
451397,Death rate for stroke patients,Not Available,Number of Cases Too Small
451398,Death rate for stroke patients,Not Available,Not Available
451399,Death rate for stroke patients,Not Available,Not Available
453300,Death rate for stroke patients,Not Available,Not Available
453301,Death rate for stroke patients,Not Available,Not Available
453302,Death rate for stroke patients,Not Available,Not Available
453304,Death rate for stroke patients,Not Available,Not Available
453306,Death rate for stroke patients,Not Available,Not Available
453309,Death rate for stroke patients,Not Available,Not Available
453310,Death rate for stroke patients,Not Available,Not Available
453311,Death rate for stroke patients,Not Available,Not Available
453313,Death rate for stroke patients,Not Available,Not Available
453314,Death rate for stroke patients,Not Available,Not Available
453315,Death rate for stroke patients,Not Available,Not Available
453316,Death rate for stroke patients,Not Available,Not Available
453317,Death rate for stroke patients,Not Available,Not Available
453318,Death rate for stroke patients,Not Available,Not Available
453319,Death rate for stroke patients,Not Available,Not Available
453321,Death rate for stroke patients,Not Available,Not Available
460001,Death rate for stroke patients,13.8,No Different Than the National Rate
460003,Death rate for stroke patients,Not Available,Number of Cases Too Small
460004,Death rate for stroke patients,14.2,No Different Than the National Rate
460005,Death rate for stroke patients,15.2,No Different Than the National Rate
460006,Death rate for stroke patients,Not Available,Number of Cases Too Small
460007,Death rate for stroke patients,Not Available,Number of Cases Too Small
460009,Death rate for stroke patients,13.8,No Different Than the National Rate
460010,Death rate for stroke patients,10.9,No Different Than the National Rate
460011,Death rate for stroke patients,Not Available,Number of Cases Too Small
460013,Death rate for stroke patients,Not Available,Number of Cases Too Small
460014,Death rate for stroke patients,Not Available,Number of Cases Too Small
460015,Death rate for stroke patients,Not Available,Number of Cases Too Small
460017,Death rate for stroke patients,Not Available,Number of Cases Too Small
460019,Death rate for stroke patients,Not Available,Number of Cases Too Small
460021,Death rate for stroke patients,14.7,No Different Than the National Rate
460023,Death rate for stroke patients,Not Available,Number of Cases Too Small
460026,Death rate for stroke patients,Not Available,Number of Cases Too Small
46002F,Death rate for stroke patients,Not Available,Not Available
460030,Death rate for stroke patients,Not Available,Number of Cases Too Small
460039,Death rate for stroke patients,Not Available,Not Available
460041,Death rate for stroke patients,13.5,No Different Than the National Rate
460042,Death rate for stroke patients,13.4,No Different Than the National Rate
460043,Death rate for stroke patients,Not Available,Not Available
460044,Death rate for stroke patients,Not Available,Number of Cases Too Small
460047,Death rate for stroke patients,12,No Different Than the National Rate
460051,Death rate for stroke patients,13.6,No Different Than the National Rate
460052,Death rate for stroke patients,Not Available,Number of Cases Too Small
460054,Death rate for stroke patients,Not Available,Number of Cases Too Small
460057,Death rate for stroke patients,Not Available,Not Available
460058,Death rate for stroke patients,Not Available,Number of Cases Too Small
460060,Death rate for stroke patients,Not Available,Number of Cases Too Small
460061,Death rate for stroke patients,Not Available,Number of Cases Too Small
460062,Death rate for stroke patients,Not Available,Number of Cases Too Small
461300,Death rate for stroke patients,Not Available,Number of Cases Too Small
461301,Death rate for stroke patients,Not Available,Number of Cases Too Small
461302,Death rate for stroke patients,Not Available,Number of Cases Too Small
461303,Death rate for stroke patients,Not Available,Not Available
461304,Death rate for stroke patients,Not Available,Number of Cases Too Small
461305,Death rate for stroke patients,Not Available,Not Available
461306,Death rate for stroke patients,Not Available,Number of Cases Too Small
461307,Death rate for stroke patients,Not Available,Number of Cases Too Small
